Trích yếu,ID phòng xử lý
"Về việc ủy quyền cho Thủ trưởng các cơ quan chuyên môn, Chủ tịch Ủy ban nhân dân 14 phường thực hiện một số nhiệm vụ, quyền hạn của Chủ tịch Ủy ban nhân dân Quận",2733552
"Về việc đồng ý cho viên chức chuyển công tác theo nguyện vọng. bà Bùi Thị Ngọc, Giáo viên Trường THCS Bình Chánh, đề ngày 06 tháng 01 năm 2022 xin chuyển công tác về huyện Lý Nhân, tỉnh Quảng Nam",2733546
Về gửi video clip tuyên truyền công tác cải cách hành chính,2733540
Giấy mời Về tham dự họp thống nhất nội dung về sắp xếp các Ban Quản lý rừng phòng hộ trên địa bàn Thành phố Hồ Chí Minh,2733552
"báo cáo hoạt động phòng, chống dịch COVID-19 ngày 16/5/2022",2733570
Về ủy quyền cho Trưởng Phòng Đo đạc Bản đồ và Viễn thám.,2733552
về việc xin phép đi nước ngoài về việc công theo đoàn,2733546
V/v cử nhân sự tham gia Tổ tư vấn quản trị thực thi công việc của Ủy ban nhân dân Thành phố,2733552
"Về dự thảo Kế hoạch thực hiện Nghị quyết số 19-NQ/TW ngày 16 tháng 6 năm 2022, Hội nghị lần thứ năm Ban Chấp hành Trung ương Đảng khóa XIII về nông nghiệp, nông dân, nông thôn đến năm 2030, tầm nhìn đến năm 2045",2733552
Về tham dự họp tham mưu xây dựng Đề án nghiên cứu mô hình Khu Công viên phần mềm Quang Trung – Thủ Đức,2733552
"Về ủy quyền Phòng Nội vụ thực hiện một số nhiệm vụ, quyền hạn của Ủy ban nhân dân quận Bình Thạnh",2733552
Báo cáo sơ kết 03 năm thực hiện Đề án Văn hóa công vụ,2733546
"V/v báo cáo số liệu theo Nghị định số 46/2010/NĐ-CP, Nghị định số 26/2015/NĐ-CP và biên chế xã hội hóa tháng 5 năm 2023",2733546
Kết quả thực hiện Tháng hành động “Tiếp nhận và giải quyết thủ tục hành chính ngay trong ngày” trên địa bàn quận Bình Tân.,2733540
Báo cáo kết quả thực hiện công tác cải cách hành chính 6 tháng đầu năm 2022,2733540
"CV bài viết về sản phẩm, mô hình cải cách hành chính Quý 2 năm 2023- “Sử dụng căn cước công dân gắn chip trong khám chữa bệnh bảo hiểm y tế” tại Bệnh viện Nhân dân Gia Định",2733540
"V/v hướng dẫn tạm thời thiết lập Cơ sở thu dung, điều trị COVID-19 thuộc tầng 1 theo mô hình tháp 3 tầng tại Khu chế xuất, Khu công nghiệp trực thuộc Ủy ban nhân dân thành phố Thủ Đức và các quận, huyện.",2733552
V/v Bố trí nhân sự thay thế các Lãnh đạo Ban nghỉ hưu từ nguồn quy hoạch tại chỗ,2733552
"Thông báo về việc tăng cường kỷ luật, kỷ cương hành chính; thực hiện quy tắc ứng xử những ngày cận Tết và sau Tết Nguyên đán Nhâm Dần năm 2022",2733570
"Về việc đăng ký nhu cầu tuyển dụng công chức, viên chức",2733546
V/v góp ý dự thảo Kế hoạch liên tịch về việc tổ chức “Ngày Hội giải quyết thủ tục hành chính” tại Khu Công nghệ cao thành phố Hồ Chí Minh,2733540
"Kết quả đánh giá, xếp loại chất lượng công chức, viên chức Sở Quy hoạch - Kiến trúc Thành phố Hồ Chí Minh Năm 2022",2733546
V/v Báo cáo thực hiện Đề án 161 năm 2021 và các hoạt động ưu tiên năm 2022,2733546
"Về việc phối hợp thực hiện công tác giảm nghèo đối với hộ gia đình có thành viên là cán bộ, công chức, viên chức",2733552
V/v báo cáo trường hợp sai phạm trong công tác cán bộ theo Kết luận số 48-KL/TW ngày 26/4/2019 và Kết luận số 71-KL/TW ngày 24/3/2020 của Ban Bí thư,2733546
"Về lấy ý kiến đối với dự thảo Nghị quyết quy định mức thu phí thẩm định hồ sơ cấp giấy chứng nhận quyền sử dụng đất và phí đăng ký giao dịch bảo đảm (đối với hoạt động đăng ký do cơ quan địa phương thực hiện) bằng quyền sử dụng đất, tài sản gắn liền với đất trên địa bàn Thành phố Hồ Chí Minh",2733540
Ban hành Quy chế hoạt động của Ban Chỉ đạo Cải cách hành chính Q5,2733540
Về góp ý dự thảo Báo cáo kết quả triển khai các nhiệm vụ phát triển ngành logistics trên địa bàn Thành phố năm 2022 và Kế hoạch phát triển ngành logistics trên địa bàn Thành phố Hồ Chí Minh năm 2023,2733546
CV vv bản tin nổi bật trong công tác CCHC quý II/2022,2733540
Kết quả triển khai thực hiện Kế hoạch số 167/KH-UBND ngày 17/01/2023 của Ủy ban nhân dân Thành phố 6 tháng đầu năm 2023,2733546
Tổ chức Hội nghị giao ban chuyên đề Quý I năm 2022,2733546
Phê duyệt rà soát quy hoạch các chức danh Thành viên Hội đồng thành viên Tổng Công ty Công nghiệp Sài Gòn TNHH MTV nhiệm kỳ 2020 - 2025,2733552
"trao đổi nội dung có liên quan đến Đề án Bồi dưỡng cán bộ, công chức lãnh đạo, quản lý của Thành phố Hồ Chí Minh, giai đoạn 2022 - 2025 và Đề án Đào tạo bồi dưỡng kiến thức, năng lực lãnh đạo, quản trị tiên tiến, ngoại ngữ cho cán bộ, công chức, viên chức Thành phố,  giai đoạn 2022 - 2025",2733546
"V/v tăng cường kỷ luật, kỷ cương hành chính; thực hiện quy tắc ứng xử trên địa bàn quận những ngày cận Tết và sau khi nghỉ Tết Nguyên đán Nhâm Dần năm 2022",2733570
"Về việc đánh giá, phân loại đối với Hiệu trưởng nhà trường Quý 4/2022",2733552
"Về ý kiến góp ý dự thảo Báo cáo sơ kết 5 năm thực hiện Chỉ thị số 13-CT/TW ngày 12 tháng 01 năm 2017 của Ban Bí thư về tăng cường sự lãnh đạo của Đảng đối với công tác quản lý, bảo vệ và phát triển rừng trên địa bàn Thành phố Hồ Chí Minh giai đoạn 2017 – 2022",2733552
"V/v rà soát, thống kê và đề xuất sắp xếp giảm các Tổ chức phối hợp liên ngành do Chủ tịch Ủy ban nhân dân Thành phố thành lập (lần 2)",2733552
Về phân công chuẩn bị kế hoạch và Đề cương báo cáo chi tiết tổng kết Nghị quyết số 16-NQ/TW của Bộ chính trị gắn với tổng kết Nghị quyết số 54/2017/QH14 của Quốc hội,2733546
Về cho phép công chức đi Nhật Bản về việc công - ông Nguyễn Trí Dũng (từ 14/5/2023 đến 10/6/2023),2733546
V/v triển khai Kế hoạch số 1674/KH-UBND ngày 27 tháng 4 năm 2023 của Ủy ban nhân dân Thành phố,2733546
"V/v thôi trả lương đối với viên chức (Phan Đức Minh Mẫn từ 16/05/2022, do chuyển công tác về Trường Đại học y khoa Phạm Ngọc Thạch)",2733546
"V/v đề nghị góp ý dự thảo Quyết định sửa đổi, bổ sung tên gọi và một số điều của Quy chế tổ chức và hoạt động của Thanh tra Thành phố Hồ Chí Minh ban hành kèm theo Quyết định số 43/2021/QĐ-UBND ngày 08 tháng 12 năm 2021",2733552
Về việc cử nhân sự tham gia Hội đồng trường Trường Cao đẳng Kinh tế - Kỹ thuật Thành phố Hồ Chí Minh nhiệm kỳ 2022 - 2027.,2733552
"Tổng kết 15 năm thực hiện Nghị quyết 27-NQ/TW ngày 06 tháng 8 năm 2008 của Ban Chấp hành Trung ương khóa X về “Xây dựng đội ngũ trí thức trong thời kỳ đẩy mạnh công nghiệp hóa, hiện đại hóa đất nước”",2733546
V/v thực hiện Kế hoạch 1243/KH-SNV ngày 29/3/2022 của Sở Nội vụ,2733552
"Về tình hình hoạt động, sử dụng lao động và tiền lương tháng 01 năm 2023",2733552
"Về việc thay tên học viên, đổi lớp học bồi dưỡng chỉ số PAPI của phường Cầu Ông Lãnh",2733546
"Về việc đánh giá, xếp loại chất lượng cán bộ, công chức, viên chức năm 2022",2733546
"V/v góp ý Đề án xây dựng Chương trình đào tạo, bồi dưỡng cán bộ lãnh đạo, quản lý của Thành phố giai đoạn 2022 - 2025",2733546
về việc xin rút tên không tham dự lớp bồi dưỡng chỉ số PAPI năm 2022 (bà Nguyễn Thị Nhung),2733546
"Báo cáo kết quả thực hiện Quyết định số 4712/QĐ-UBND, Quyết định số 4713/QĐ-UBND và các Quyết định sửa đổi, bổ sung.",2733552
"Về để nghị chuyển tài khoản và mật khẩu đăng nhập phần mềm Quản lý cán bộ, công chức",2733546
V/v cử nhân sự tham gia tập huấn nghiệp vụ cải cách hành chính năm 2023,2733540
"Về việc góp ý dự thảo Quyết định, Quy định (mẫu) về chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của các cơ quan báo chí trực thuộc Ủy ban nhân dân Thành phố Hồ Chí Minh",2733552
V/v đăng ký thực hiện vượt trội nhiệm vụ trọng tâm công tác cải cách hành chính năm 2022,2733540
Về việc điều động và bổ nhiệm kiểm soát viên chuyên trách Công ty TNHH 1TV Phát triển Công nghiệp Tân Thuận - Ông Huỳnh Thành Nhân,2733552
Cho phép ông Trần Thiện Chí - Phòng QL Khai thác hạ tầng GTĐB đi nước ngoài về việc riêng,2733546
Về Báo cáo Phòng chống dịch Covid-19 ngày 26/4/2022,2733570
"V/v góp ý dự thảo văn bản xử lý trách nhiệm đối với người đứng đầu và cấp phó được giao phụ trách thay người đứng đầu cơ quan, đơn vị chức năng, chính quyền địa phương để xảy ra hành vi vi phạm quy định pháp luật về sử dụng lòng, lề đường, vỉa hè không đảm bảo an toàn giao thông, dẫn đến tai nạn giao thông (lần 2)",2733552
Về việc thực hiện các kiến nghị của Đoàn Đại biểu Quốc hội Thành phố,2733546
"Về việc cử nhân sự tham gia Ban Chỉ đạo huy động trẻ ra lớp, tuyển sinh các lớp đầu cấp năm học 2022 - 2023 và Ban Chỉ đạo kỳ thi tốt nghiệp trung học phổ thông năm 2022",2733546
"V/v thông tin kết quả phân cấp, phân quyền trong quản lý nhà nước theo Nghị quyết số 04/NQ-CP",2733552
V/v đề cử nhân sự tham gia Hội đồng xét đền bù chi phí đào tạo,2733546
"V/v rà soát khó khăn, vướng mắc khi triển khai thực hiện Nghị định số 111/2022/NĐ-CP ngày 30/12/2022 của Chính phủ",2733546
"Tình hình thực hiện nhiệm vụ năm 2022 - Phương hướng triển khai nhiệm vụ năm 2023 công tác chuẩn bị vận hành, khai thác đường sắt đô thị",2733552
"V/v cung cấp thông tin, tài liệu kiểm chứng liên quan tiêu chí phân cấp phục vụ công tác đánh giá, xác định Chỉ số cải cách hành chính năm 2021 của Thành phố",2733552
"V/v rà soát danh sách công chức, viên chức tham dự kỳ thi nâng ngạch công chức, thăng hạng chức danh nghề nghiệp viên chức năm 2023",2733546
V/v triển khai Thông báo Kiểm tra công vụ năm 2023 của Tổ kiểm tra liên ngành,2733570
về việc kế hoạch biên chế năm 2023,2733552
Về việc đề nghị thay đổi thành viên Tổ Công tác liên ngành phối hợp kiểm soát các hoạt động hợp pháp liên quan đến ma túy trên địa bàn TP,2733552
V/v chuẩn bị nội dung trả lời tại họp báo về dự thảo Nghị quyết thay thế Nghị quyết số 54/2017/QH14 của Quốc hội,2733546
Về miễn nhiệm ngạch thanh tra viên (lần 3),2733546
V/v tổ chức lại Viện Quy hoạch Xây dựng trực thuộc Sở Quy hoạch - Kiến trúc trên cơ sở tách Viện Quy hoạch Xây dựng trực thuộc Viện Nghiên cứu phát triển Thành phố (2b),2733552
"về việc góp ý các dự thảo Tờ trình, Quyết định, Quy định hướng dẫn chức năng, nhiệm vụ, quyền hạn và tổ chức (Quy chế mẫu) của Thanh tra thuộc UBND Thành phố Thủ Đức và các quận - huyện",2733552
"Về chấn chỉnh, khắc phục hạn chế qua kết quả đánh giá các Chỉ số cải cách hành chính năm 2021",2733540
kiểm tra việc thực hiện Kế hoạch tăng cường công tác quản lý và hoạt động văn thư lưu trữ quản lý hồ sơ cán bộ công chức năm 2023,2733534
Công tác đảm bảo trật tự an toàn giao thông tháng 4 năm 2022 trên địa bàn Thành phố Hồ Chí Minh (Tính từ ngày 15/3/2022 đến ngày 14/4/2022),2733552
"Về tiêu chuẩn trình độ chuyên môn, nghiệp vụ đối với công chức cấp xã.",2733546
V/v có ý kiến liên quan đến tổ chức lớp bồi dưỡng chuyên ngành xây dựng,2733546
V/v góp ý dự thảo Kế hoạch công tác năm 2023 tại Sở Nội vụ,2733546
"V/v thành lập Tổ công tác tư vấ chính sách tài chính, tiền tệ trên địa bàn TP.HCM",2733552
Về việc đề nghị xem xét chuyển lớp học Bồi dưỡng văn hóa công vụ đối với Công chức Đội Quản lý trật tự đô thị quận Bình Tân (Bùi Thanh Phong),2733546
V/v đề xuất giữ nguyên Sở Kế hoạch và Đầu tư như hiện nay,2733552
"V/v báo cáo kế hoạch biên chế hành chính, số lượng người làm việc tại đơn vị",2733552
"V/v thành lập Ban soạn thảo Đề án về chính sách, giải pháp tạo động lực và khuyến khích cán bộ, công chức, viên chức, người lao động an tâm công tác trong bộ máy chính quyền đô thị của Thành phố Hồ Chí Minh",2733546
Tổ chức thực hiện Chủ đề năm 2023 nâng cao chất lượng hoạt động công vụ đẩy mạnh cải cách hành chính và cải thiện môi trường đầu tư thúc đẩy phát triển kinh tế đảm bảo an sinh xã hội,2733546
Về nâng bậc lương trước thời hạn đối với công chức_bà Trần Hoài Trúc Anh,2733540
V/v triển khai thi hành Nghị định số 16/2022/NĐ-CP ngày 28/01/2022 của Chính phủ,2733552
V/v WB mời tham gia khóa học chuyên sâu về nhiệt độ đô thị tại Singapore.,2733546
Cho phép bà Trần Thị Viễn Thanh - Trung tâm Quản lý Hạ tầng giao thông đường bộ đi nước ngoài về việc riêng,2733546
"BÁO CÁO Sơ kết thực hiện Nghị định số 93/2019/NĐ-CP ngày 25 tháng 11 năm 2019 của Chính phủ về tổ chức, hoạt động của quỹ xã hội, quỹ từ thiện",2733552
"Đơn tố cáo tham nhũng-NVS (Trung tâm đo đạc bản đồ, Sở TNMT). Chuyển Thanh tra Sở",2733570
V/v xin ý kiến đối với kế hoạch công tác năm 2023 của Kiểm soát viên Công ty TNHH MTV Dịch vụ công ích huyện Nhà Bè,2733552
V/v góp ý dự thảo Kế hoạch thực hiện Nghị quyết số 04/NQ-CP,2733552
V/v báo cáo thực hiện chuyển đổi vị trí công tác năm 2021,2733546
V/v thành lập Hội đồng tuyển dụng viên chức đối với các đơn vị sự nghiệp công lập thuộc ngành Giáo dục và Đào tạo Q.TB năm học 2021-2022,2733546
"V/v rà soát, kiểm tra thông tin danh sách đối tượng điều tra xã hội học xác định Chỉ số cải cách hành chính của Bộ Nội vụ năm 2022",2733540
V/v gửi bài viết tuyên truyền công tác CCHC của Sở Xây dựng trong Quý II năm 2022,2733540
"TỔNG HỢP KẾT QUẢ GIẢI QUYẾT CHẾ ĐỘ NGHỈ HƯU ĐÚNG TUỔI, THÔI VIỆC THEO NGHỊ ĐỊNH SỐ 46/2010/NĐ-CP NGÀY 27/4/2010 VÀ SỐ BIÊN CHẾ CHUYẾN SANG XÃ HỘI HÓA",2733546
"Về triển khai thực hiện Công văn số 2461-CV/BTGTU ngày 03/01/2023 của Ban Tuyên giáo Thành ủy về cử thành viên tham gia Đoàn kiểm tra, khảo sát đánh giá kết quả 15 năm thực hiện Nghị quyết số 23-NQ/TW",2733552
Về việc góp ý dự thảo Thông tư hướng dẫn về vị trí việc làm,2733546
"V/v góp ý dự thảo Tờ trình và Quyết định về ủy quyền bổ nhiệm, bổ nhiệm lại, miễn nhiệm, thay thế kế toán trưởng, phụ trách kế toán",2733546
Quyết định về giải quyết thôi việc theo nguyện vọng đối với công chức - ông Lê Thành Thuận,2733570
"v/v đăng ký nhu cầu tuyển dụng công chức, viên chức và đăng ký nhu cầu tuyển dụng công chức từ nguồn sinh viên tốt nghiệp xuất sắc, cán bộ khoa học trẻ",2733546
"Về kiện toàn Ban Chỉ đạo triển khai xây dựng Đề án vị trí việc làm và cơ cấu ngạch công chức, viên chức trong các cơ quan, đơn vị sự nghiệp y tế công lập trực thuộc Sở Y tế",2733546
"Đôn đốc Sở Nội vụ trường hợp của ông Nguyễn Gia Cường, Quận 3.",2733570
"Về việc cập nhật dữ liệu công chức, viên chức và người lao động",2733546
Báo cáo về kết quả thực hiện công tác cải cách hành chính Quý I năm 2023,2733540
Báo cáo sơ kết 04 năm và tổng kết thực hiện Nghị quyết số 03/2018/NQ-HĐND ngày 16/3/2018 của HĐND Thành phố,2733546
Nội dung kết luận của Phó Chủ tịch UBND TP Phan Thị Thắng và Dương Anh Đức tại cuộc họp nghe báo cáo về việc xây dựng Kế hoạch sắp xếp lại doanh nghiệp nhà nước và doanh nghiệp có vốn nhà nước trực thuộc TPHCM giai đoạn 2021 – 2025,2733552
"V/v tiếp thu ý kiến đối với dự thảo Quyết định ban hành Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Tài nguyên và Môi trường",2733552
"Tổng kết 15 năm thực hiện Nghị quyết số 27-NQ/TW ngày 06 tháng 8 năm 2008 của Ban Chấp hành Trung ương khóa X về xây dựng đội ngũ trí thức trong thời kỳ đẩy mạnh công nghiệp hóa, hiện đại hóa đất nước",2733546
Về việc góp ý dự thảo Kế hoạch cải thiện Chỉ số hiệu quả Quản trị và Hành chính công cấp tỉnh (PAPI) trên địa bàn Thành phố năm 2022,2733540
"V/v phối hợp cung cấp số liệu về nguồn nhân lực phục vụ biên soạn sách “Công tác phòng, chống dịch COVID-19 trên địa bàn Thành phố Hồ Chí Minh giai đoạn 23/01/2020 - 31/01/2022”",2733546
Báo cáo kết quả thực hiện công tác cải cách hành chính 6 tháng đầu năm 2022 (từ ngày 09/12/2021 đến 08/6/2022),2733540
Về đánh giá công chức theo hiệu quả công việc quý I năm 2022 đối với Giám đốc Sở Kế hoạch và Đầu tư,2733552
"V/v lấy ý kiến góp ý dự thảo Kế hoạch triển khai Chiến lược chuyển đổi số báo chí đến năm 2025, định hướng đến năm 2030",2733522
"Về việc giải thể Ban Quản lý chợ Lãnh Binh Thăng, trụ sở tại 297 Lãnh Binh Thăng, Phường 8, Quận 11",2733552
"Về cung cấp các thông báo kết luận kiểm tra, giám sát của UB kiểm tra Trung ương từ đầu nhiệm kỳ Đại hội XII của Đảng cho đến nay",2733552
Kế hoạch công tác năm 2022,2733552
Quyết định về bổ nhiệm ngạch công chức,2733546
"Viết bài tham luận hội thảo khoa học Đổi mới quản trị quốc gia theo hướng hiện đại, cạnh tranh, hiệu lực, hiệu quả ở Việt Nam""""",2733552
Về đăng ký các lớp đào tạo và bồi dưỡng năm 2022,2733546
"TB V/v kiểm tra thực thi nhiệm vụ, công vụ đối với cán bộ, công chức, viên chức và công tác nội vụ năm 2023",2733570
V/v tổng hợp góp ý của Sở ngành về dự thảo Thông tư bãi bỏ toàn bộ Quyết định số 42/2008/QĐ-BTC và Quyết định số 43/2008/QĐ-BTC,2733552
"V/v Về thành lập Ban Quản lý khu vực phát triển đô thị Thủ Thiêm, _x000D_
Ban Quản lý khu vực phát triển đô thị Tây Bắc",2733552
Thông báo Phát động Tháng hành động “Tiếp nhận và giải quyết thủ tục hành chính ngay trong ngày”,2733540
"Về việc điều chỉnh Quyết định số 1109/QĐ-STNMT-VPĐK ngày 08/11/2022 về Ủy quyền cấp và hủy giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất",2733552
Tình hình sử dụng lao động tiền lương người lao động tháng 02 năm 2022,2733552
Về việc mời họp vào lúc 9g30 ngày 25/4/2023 (thứ ba) do ông Lâm Hùng Tấn - PGĐ Sở Nội vụ về kiểm điểm trách nhiệm lãnh đạo Sở Tài nguyên và Môi trường có liên quan theo Kết luận thanh tra số 08/KL-TTTP-P1 ngày 31 tháng 8 năm 2022 của Thanh tra Thành phố,2733552
Về kiện toàn nhân sự Nhóm Công tác liên ngành thực hiện dự án Xây dựng cầu Thủ Thiêm 2,2733552
"Về việc kết thúc nhiệm vụ tham gia, hỗ trợ công tác phòng, chống dịch COVID-19 trên địa bàn huyện Củ Chi - 06 nhân sự BV ĐKKVCC",2733546
"Thông tư hướng dẫn về vị trí việc làm công chức lãnh đạo, quản lý; nghiệp vụ chuyên môn dùng chung; hỗ trợ, phục vụ trong cơ quan, tổ chức hành chính và vị trí việc làm chức danh nghề nghiệp chuyên môn dùng chung; hỗ trợ, phục vụ trong đơn vị sự nghiệp công lập",2733546
"V/v đánh giá Chỉ số CCHC đối với Ủy ban nhân dân thành phố Thủ Đức và các quận, huyện năm 2022",2733540
"QĐ V/v chuyển công tác đối với viên chức Bà Nguyễn Thị Ngọc Hường, GV Trưởng Mầm non Rạng Đông 3",2733546
V/v điều chỉnh thời gian xin đi nước ngoài về việc công tại New Zealand,2733546
V/v đăng ký bồi dưỡng kiến thức nâng cao nhận thức cộng đồng và quản lý rủi ro thiên tai dựa vào cộng đồng năm 2022,2733546
"Về việc rà soát cơ cấu ngạch công chức, cơ cấu chức danh nghề nghiệp viên chức và danh sách công chức, viên chức dự thi nâng ngạch, thăng hạng năm 2023",2733546
Báo cáo Kết quả thực hiện công tác cải cách hành chính trên địa bàn Quận 4 trong quý 1 năm 2023,2733540
"V/v báo cáo tình hình thực hiện biên chế, số lượng người làm việc, số lượng hợp đồng lao động tại các cơ quan hành chính, đơn vị sự nghiệp công lập (đợt 3, năm 2021)",2733552
Tổng kết 10 năm thực hiện Nghị định số 56/2012/NĐ-CP ngày 16 tháng 7 năm 2012 của Chính phủ.,2733552
Đề nghị khen thưởng cấp Nhà nước,2733522
cho phép viên chức đi công tác nước ngoài,2733546
"Đào tạo, bồi dưỡng cán bộ, công chức, viên chức năm 2022",2733546
"Kết quả đánh giá, phân loại hàng quý theo hiệu quả công việc đối với công chức, viên chức và người lao động Sở Du lịch Quý IV năm 2021",2733546
V/v góp ý dự thảo Thông tư hướng dẫn về vị trí việc làm,2733546
"V/v xin đi học tập, nghiên cứu ở nước ngoài Nguyễn Nhật Tiến",2733546
Về thực hiện thủ tục trình hồ sơ khen thưởng cấp Thành phố và cấp Nhà nước,2733522
"Kết quả thực hiện công tác quản lý và xét duyệt cán bộ, công chức, viên chức và người lao động đi nước ngoài 6 tháng đầu năm 2022",2733546
"Về góp ý dự thảo Tờ trình, Quyết định của Ủy ban nhân dân Thành phố ban hành quy định về hướng dẫn chức năng, nhiệm vụ, quyền hạn và tổ chức của Phòng Nội vụ thuộc Ủy ban nhân dân thành phố Thủ Đức và các quận - huyện.",2733552
"BÁO CÁO KẾT QUẢ TỰ ĐÁNH GIÁ, CHẤM ĐIỂM CÁC TIÊU CHÍ, TIÊU CHÍ THÀNH PHẦN CHỈ SỐ CẢI CÁCH HÀNH CHÍNH NĂM 2022 CỦA ỦY BAN NHÂN DÂN THÀNH PHỐ THỦ ĐỨC",2733540
V/v rà soát tình trạng hoạt động và cư trú đối với các gương thầm lặng mà cao cả trong phong trào thi đua yêu nước của Thành phố từ năm 2014 đến năm 2022,2733522
"đăng ký nhu cầu tuyển dụng công chức, viên chức",2733546
Về việc hướng dẫn viết tách đơn có nhiều nội dung khác nhau,2733570
V/v đồng ý tiếp nhận viên chức từ ngoài tỉnh,2733546
Về việc đánh giá hiệu quả công việc quý 4/2021 (Đối với Giám đốc Sở Văn hóa và Thể thao),2733552
Về thực hiện kết luận chỉ đạo tại Thông báo số 108/TB-BGTVT-UBND ngày 06 tháng 4 năm 2023,2733552
"Kết quả kiểm tra thực thi nhiệm vụ, công vụ đối với cán bộ, công chức, người lao động và công tác nội vụ tại Ủy ban nhân dân phường Cầu Kho, Quận 1",2733570
"V/v đăng ký mô hình, sáng kiến, công trình thi đua chào mừng kỷ niệm 50 năm Ngày Giải phóng miền Nam thống nhất đất nước (30/4/1975 – 30/4/2025)",2733522
"Về tiếp Tổ kiểm tra theo Quyết định số 76/QĐ-TTCP ngày 15 tháng 3 năm 2023 của Tổng Thanh tra Chính phủ về báo cáo, cung cấp hồ sơ, tài liệu về kết quả thực hiện Kết luận thanh tra số 1423/KL-TTCP ngày 06 tháng 6 năm 2017 của Thanh tra Chính phủ",2733552
"Về việc góp ý cho dự thảo Quyết định và dự thảo Quy chế phối hợp giữa các sở, ban, ngành, Ủy ban nhân dân thành phố Thủ Đức, Ủy ban nhân dân quận - huyện",2733552
Về chuyển nguồn kinh phí chỉnh lý tài liệu tồn đọng của Sở Xây dựng từ năm 2021 sang năm 2022,2733534
Công văn v/v tham gia ý kiến về Đề án cơ cấu lại DNNN thuộc Ủy ban nhân dân thành phố giai đoạn 2022-2025,2733552
Về điều chỉnh tên đơn vị hành chính tại Quyết định số 4590/QĐ-UBND ngày 14 tháng 12 năm 2020 của Ủy ban nhân dân Thành phố Hồ Chí Minh,2733552
"V/v ủy quyền một số nhiệm vụ quản lý nhà nước đối với các khu chế xuất, khu công nghiệp trên địa bàn Thành phố cho Ban Quản lý các Khu chế xuất và công nghiệp Thành phố",2733552
"V/v góp ý kế hoạch sản xuất, kinh doanh năm 2023 của Công ty Đầu tư Tài chính Nhà nước Thành phố Hồ Chí Minh",2733552
Về xin ý kiến góp ý dự thảo Chương trình hành động triển khai thực hiện Nghị quyết số 36-NQ/TW ngày 30 tháng 01 năm 2023 của Bộ Chính trị về phát triển và ứng dụng công nghệ sinh học phục vụ phát triển bền vững đất nước trong tình hình mới,2733552
Giới thiệu Chương trình học bổng của Cơ quan Hợp tác Quốc tế Hàn Quốc (KOICA) và Trung tâm Hợp tác Quốc tế Nhật Bản (JICE),2733546
V/v đăng ký danh hiệu thi đua năm 2022,2733522
"Về việc kiểm tra dữ liệu cán bộ, công chức, viên chức và người lao động",2733546
V/v đăng ký nhu cầu tuyển dụng công chức theo Nghị định số 140/2017/NĐ-CP của Chính phủ,2733546
V/v góp ý Đề án thành lập Trung tâm hỗ trợ và phát triển giáo dục hòa nhập tư thục Happy Star,2733552
Công văn về việc mời viết tham luận Hội thảo khoa học,2733546
Thông báo quỹ lương Thực hiện 2021 Công ty CBTPXK Hùng Vương,2733552
"v/v tham gia đề cử, ứng cử cho Chương trình TPHCM-100 điều thú vị""""",2733522
"Về việc ủy quyền ký quyết định xóa nợ tiền phạt chậm nộp, tiền chậm nộp đối với người nộp thuế.",2733552
V/v đề xuất chỉ tiêu trúng tuyển kỳ thi nâng ngạch công chức lên Chuyên viên cao cấp năm 2021,2733546
"Về điều chỉnh Điều 2 Quyết định số 2924/QĐ-UBND ngày 14/8/2021 của UBND Thành phố về giao quyền tự chủ, tự chịu trách nhiệm về tài chính giai đoạn 2021-2023 đối với đơn vị sự nghiệp công lập: Trường THPT Nguyễn Trãi",2733552
triển khai thực hiện Đề án tổ chức Phong trào thi đua sáng tạo và các giải thưởng sáng tạo thành phố Hồ Chí Minh năm 2023 trên địa bàn quận Tân Phú,2733522
V/v xin chuyển lớp bồi dưỡng nghiệp vụ đối ngoại năm 2023.,2733546
Về nhận xét đánh giá phân loại viên chức hoàn thành nhiệm vụ quý 1 năm 2023 (kèm hồ sơ giấy),2733552
Kết quả thực hiện Quyết định số 4712/QĐ-UBND và Quyết định số 4713/QĐ-UBND ngày 20 tháng 10 năm 2018 của Ủy ban nhân dân thành phố và Chủ tịch Ủy ban nhân dân thành phố ủy quyền 6 tháng đầu năm 2022.,2733552
V/v chuẩn bị tham luận phục vụ hội thảo khoa học.,2733546
"Về việc nâng phụ cấp thâm niên nghề thanh tra đối với ông Phạm Văn Nghì, Phó Chánh Thanh tra Thành phố",2733546
"V/v xây dựng tiêu chí điển hình tiên tiến trong phong trào thi đua xây dựng nông thôn mới, nông thôn kiểu mẫu giai đoạn 2021 - 2025.",2733522
Kiểm tra việc thực hiện quy tắc ứng xử và các hoạt động công vụ trên địa bàn Quận 8 năm 2022,2733570
"Kế hoạch chỉnh lý hồ sơ, tài liệu tại các cơ quan, đơn vị thuộc Ủy ban nhân dân huyện giai đoạn 1975-2015 và theo nhu cầu chỉnh lý của cơ quan, đơn vị giai đoạn 2016-2020",2733534
Về việc bổ nhiệm và xếp lương ngạch chuyên viên đối với ông Nguyễn Xuân Trung,2733546
